processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBSP8648-13	JN830809	3634554	JN830809	JN830809	Mined from GenBank, NCBI			11	Acanthocephala	174812	Eoacanthocephala	174813	Neoechinorhynchida	174814	Neoechinorhynchidae																																																				
ACANT017-18	FA9-MA01G-1	9495086		FA9-MA01G-1	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier									S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
ACANT025-18	Fish26-1	9495094		Fish26-1	Naturhistorisches Museum Wien		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis			Susanne Reier	morphology	Rudolphi, 1809		vouchered:registered collection			S. Reier							immature		S			host: Zingel streber											Austria	Styria	Mur	near Obervogau and Gralla	bypass channel									
ACANT029-18	Fish42-1	9495098		Fish42-1	Naturhistorisches Museum Wien		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis			Susanne Reier	morphology	Rudolphi, 1809		vouchered:registered collection			S. Reier							immature		S			host: Barbus barbus											Austria	Styria	Mur	near Obervogau and Gralla	bypass channel									
ACANT046-18	FA9-N7	9503155		FA9-N7	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier							adult	F	S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
GBMAA474-14	KF559296	5158006		KF559296	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																	ex: Squalius cephalus											Croatia													
GBMHH7359-15	KP261021	6177705	R317	KP261021	Mined from GenBank, NCBI		BOLD:ACT9001	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae	736721	Echinorhynchinae	714434	Echinorhynchus	714435	Echinorhynchus gadi																	Adult					Host: Gadus morhua	taxon:57286	E. gadi sp. I sensu Vainola et al. 1994	66.33	33.66							Russia		White Sea, Gulf of Kandalaksha, Chupa Inlet											
GBMHH7362-15	KP261013	6177708	R520	KP261013	Mined from GenBank, NCBI		BOLD:ACH7230	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae	736721	Echinorhynchinae	714434	Echinorhynchus	715591	Echinorhynchus truttae										Dr Matt Wayland							Adult					Host: Salmo trutta	taxon:185727										United Kingdom	Scotland	Loch Walton Burn, River Carron Catchment, Scotland											
GBMIN135073-18	KY909263	8736273		KY909263	Mined from GenBank, NCBI		BOLD:ACH8303	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	852138	Corynosoma hannae																									-46.5	170.3							New Zealand		South Island	near Kaka Point near Nuggets	Catlins Region									
GBMIN135083-18	LN994888	8736283		LN994888	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Bulgaria		Struma	Kjustendil										
GBMIN135099-18	LN994852	8736299		LN994852	Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France		Western-Europe	Vingeanne	Talmay									
GBMIN135103-18	LN994875	8736303		LN994875	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Serbia		Krupaja	Krepoljin										
GBMIN135108-18	LN994862	8736308		LN994862	Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Czech Republic		Ponto-Caspian Europe	Rokytna	Vemyslice									
GBMIN135112-18	LN994860	8736312		LN994860	Mined from GenBank, NCBI		BOLD:AAF1749	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Hungary		lake Balaton	Szigliget										
GBMIN135115-18	LN994870	8736315		LN994870	Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Romania		Somes	Nasaud										
GBMIN135130-18	KX646757	8736330		KX646757	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Biobio	Dichato											
GBMIN135132-18	KX646773	8736332		KX646773	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Los Rios	Chaihuin											
GBMIN135138-18	KU928253	8736338		KU928253	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Uruguay	Rocha	Cabo Polonio											
GBMIN135161-18	KX646764	8736361		KX646764	Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile	Biobio	Colcura											
GBMIN135166-18	KX646756	8736366		KX646756	Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852139	Profilicollis antarcticus																																	Chile	Los Rios	Curinanco											
GBMIN135171-18	KY292515	8736371		KY292515	Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852140	Profilicollis chasmagnathi																																	Uruguay	Maldonado	Jose Ignacio lake											
GBMIN135180-18	KX688133	8736380		KX688133	Mined from GenBank, NCBI		BOLD:ACH8304	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			657218	Pseudocorynosoma	852141	Pseudocorynosoma sp. MGV-2016																																														
GBSP0657-06	AY690509	488765			Mined from GenBank, NCBI		BOLD:AAA3860	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Georgia	Altamaha River,GA 31.4279 N, 81.6056 W											
GBSP0661-06	AY690513	488769			Mined from GenBank, NCBI		BOLD:AAA3860	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Georgia	Altamaha River,GA 31.4279 N, 81.6056 W											
GBSP0690-06	AY690542	488798			Mined from GenBank, NCBI		BOLD:ABZ6993	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Minnesota	Pickerel Lake,MN 46.8052 N, 95.8475 W											
GBSP0712-06	AY690564	488820			Mined from GenBank, NCBI		BOLD:AAA3855	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Wisconsin	Flambeau River,WI 45.8647 N, 90.5492 W											
GBSP13103-19	AY390510	10193391			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												United Kingdom													
GBSP13232-19	KX646752	10193520			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile													
GBSP13233-19	KX702246	10193521			Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile													
GBSP13238-19	KY292524	10193526			Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852140	Profilicollis chasmagnathi																																	Uruguay													
GBSP13346-19	KJ819981	10193634			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13347-19	KJ819982	10193635			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13388-19	LC100055	10193676			Mined from GenBank, NCBI		BOLD:ADW1093	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938998	Pseudoacanthocephalus toshimai																																	Japan													
GBSP13392-19	LC100059	10193680			Mined from GenBank, NCBI		BOLD:ADW1091	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938997	Pseudoacanthocephalus lucidus																																	Japan													
GBSP13455-19	LN994927	10193743			Mined from GenBank, NCBI		BOLD:ADW4985	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Italy													
GBSP13487-19	LN994960	10193775			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												France													
GBSP13538-19	MF497333	10193826			Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939057	Corynosoma australe																																	Argentina													
GBSP13548-19	MF563502	10193836			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13553-19	MF563507	10193841			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP16866-19	LC465371	10888027		LC465371	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939062	Corynosoma villosum																																	Japan													
GBSP16897-19	LC465402	10888058		LC465402	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939060	Corynosoma strumosum																																	Japan													
GBSP16924-19	MH004408	10888085		MH004408	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	531772	Cavisomidae			966349	Filisoma	966350	Filisoma caudata																																	Brazil													
GBSP17322-19	MK294056	10888483		MK294056	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	79681	Illiosentidae			79682	Dollfusentis	966362	Dollfusentis sp. n. lk-2018																																	Brazil													
GBSP17327-19	MK294061	10888488		MK294061	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	79681	Illiosentidae			79682	Dollfusentis	966361	Dollfusentis bravoae																																	Mexico													
GBSP5101-13	KC549487	3417114		KC549487	Mined from GenBank, NCBI		BOLD:ACG5913	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	535657	Polymorphus brevis																	A						Isolate:570	IsolationSource:Nycticorax nycticorax	19.9667	-101.133							Mexico		Lago Cuitzeo, Michoacan.											
GBSP7518-13	JN695505	3595576	JN695505	JN695505	Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809					Marta Spakulova																							Germany		Baltic Sea,Stralsund											
PACDE003-18	A2	8539925		A2	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	51.7445	8.7084							Germany		Paderborn	Rhine (Lippe)	Alme									
PACDE004-18	A4	8539926		A4	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	51.7445	8.7084							Germany		Paderborn	Rhine (Lippe)	Alme									
PACDE005-18	APEb2	8539927		APEb2	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	51.7156	8.7128							Germany		Paderborn	Rhine (Lippe)	Alme									
PACDE029-18	A-27-06	8539951		A-27-06	University of Duisburg-Essen			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade E	Cystacanth	51.5691	6.92872							Germany		Bottrop	Rhine (Emscher)	Boye									
PACDE040-18	A-Kes-02	8539962		A-Kes-02	University of Duisburg-Essen			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4266	6.97098							Germany		Essen	Rhine (Emscher)	Kesselbach									
PACDE055-18	A-Pho-03	8539977		A-Pho-03	University of Duisburg-Essen		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade C	Cystacanth	51.4868	7.52304							Germany		Dortmund	Rhine (Emscher)	Phoenixsee									
PACDE057-18	A-43-03	8539979		A-43-03	University of Duisburg-Essen		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade C	Cystacanth	51.5435	6.92058							Germany		Bottrop	Rhine (Emscher)	Vorthbach									
PACDE062-18	A-Bor-04x	8539984		A-Bor-04x	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth, host double infected	51.4326	7.35155							Germany		Witten	Rhine (Ruhr)	Borbach									
PACDE066-18	A-Bor-08	8539988		A-Bor-08	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4326	7.35155							Germany		Witten	Rhine (Ruhr)	Borbach									
PACDE096-18	F2-3	8540018		F2-3	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE099-18	F2-18	8540021		F2-18	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE103-18	F4-2Feder	8540025		F4-2Feder	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE104-18	F4-4	8540026		F4-4	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE107-18	F5-11	8540029		F5-11	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE114-18	F4-10	8540036		F4-10	Karlsruhe Institute of Technology, Zoological Institute			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE135-18	II-12	8540057		II-12	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth	49.026	8.31045							Germany		Karlsruhe	Rhine	Knielinger See									
PACDE148-18	Fra6	8540070		Fra6	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE151-18	Fra18	8540073		Fra18	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
RBGBB092-17	BIOUG35596-D12	8201868	BIOUG35596-D12	L#17RBGBB-01	Centre for Biodiversity Genomics		BOLD:AAG8863	20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala					Kate Perez	BIN Taxonomy Match (Oct 2017)			Vouchered:Registered Collection	Tissue		CBG Collecting Team						Sweep Net				Mixed habitat					43.2841	-79.9046	GPS		101				Canada	Ontario	Burlington		Royal Botanical Gardens Arboretum									
ACANT006-18	FA9-4	9495075		FA9-4	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier									S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
ACANT010-18	FA9-DA03G-1	9495079		FA9-DA03G-1	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier									S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
ACANT011-18	FA9-DA04K-1	9495080		FA9-DA04K-1	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier									S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
ACANT015-18	FA9-DA09F-1	9495084		FA9-DA09F-1	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier									S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
ACANT027-18	Fish36-2	9495096		Fish36-2	Naturhistorisches Museum Wien		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis			Susanne Reier	morphology	Rudolphi, 1809		vouchered:registered collection			S. Reier							immature		S			host: Alburnoides bipunctatus											Austria	Styria	Mur	near Obervogau and Gralla	bypass channel									
ACANT030-18	Fish45-5	9495099		Fish45-5	Naturhistorisches Museum Wien		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis			Susanne Reier	morphology	Rudolphi, 1809		vouchered:registered collection			S. Reier							immature		S			host: Lota lota											Austria	Styria	Mur	near Obervogau and Gralla	bypass channel									
ACANT031-18	Fish45-8	9495100		Fish45-8	Naturhistorisches Museum Wien		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis			Susanne Reier	morphology	Rudolphi, 1809		vouchered:registered collection			S. Reier							immature		S			host: Lota lota											Austria	Styria	Mur	near Obervogau and Gralla	bypass channel									
ACANT040-18	G2-2	9495109		G2-2	Naturhistorisches Museum Wien		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis			Susanne Reier	morphology	Zoega, 1776		vouchered:registered collection			S. Reier							immature		S			host: Alburnoides bipunctatus											Austria	Styria	Sulm	Gleinstaetten										
ACANT047-18	FA9-T7	9503156		FA9-T7	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier							adult	M	S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
ACANT049-18	FA9-T2	9503158		FA9-T2	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier							adult	M	S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
BBHMA675-12	BIOUG02211-A11	2521241	BIOUG02211-A11	L#11BIOBUS-1836	Centre for Biodiversity Genomics		BOLD:AAG8863	20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala					Angela Telfer	BIN Taxonomy Match			Vouchered:Registered Collection			BioBus 2011							A		S				Gentery Creek Park	Hand Collecting| Sunny clear day	35.495	-95.67	GPS						United States	Oklahoma		Gentery Creek Park	by lake Eufala									
BBHMA867-12	BIOUG02221-B01	2521433	BIOUG02221-B01	L#11BIOBUS-1845	Centre for Biodiversity Genomics		BOLD:AAG8863	20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala					Angela Telfer	BIN Taxonomy Match			Vouchered:Registered Collection			BioBus 2011							A		S				Gentery Creek Park	Hand Collecting| Sunny clear day	35.495	-95.67	GPS						United States	Oklahoma		Gentery Creek Park	by lake Eufala									
CNCHA1497-11	CNC#HEM301972	1980666	CNC#HEM301972		Canadian National Collection of Insects, Arachnids and Nematodes		BOLD:AAZ2720	20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala	373733	Acanthocephala granulosa			C. N. C. Curators				Vouchered:Registered Collection	Tissue		R.F.Sternitzky							A																United States	Arizona			Cochise County, Carr Canyon, Huachuca Mountains	1140179	http://www.boldsystems.org/pics/CNCHA/CNC#HEM301972+1305725792.jpg	Dorsal		CNC/BIO Photography Group	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	Centre for Biodiversity Genomics	Grace Bannon
GBMIN135075-18	KY909262	8736275	OMNZ:IV85647	KY909262	Mined from GenBank, NCBI		BOLD:ACH8303	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	852138	Corynosoma hannae																									-46.5	170.3							New Zealand		South Island	near Kaka Point near Nuggets	Catlins Region									
